Product_Name,Size,Milk,Whip,Serving_Size,Calories,Total_Fat(g),Saturated_Fat(g),Trans_Fat(g),Cholesterol(mg),Sodium_mg,Carbohydrates(g),Dietary_Fiber(g),Sugar(g),Protein(g),Vitamin_A(%DV),Vitamin_C(%DV),Calcium(%DV),Iron(%DV),Caffiene_mg
Espresso Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,280.0,2.5,2.5,0.0,0.0,270,64,0,62.0,1.0,0,0,0,0,185
Java Chip Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,230.0,3.0,2.0,0.0,0.0,180,47,2,44.0,4.0,4,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,320.0,11.0,7.0,0.3,30.0,190,51,2,47.0,4.0,15,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,2%,No Whip,354,240.0,4.5,3.0,0.1,5.0,180,47,2,44.0,4.0,4,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,2%,Whip,354,330.0,12.0,8.0,0.3,35.0,190,51,2,47.0,4.0,15,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,250.0,5.0,3.5,0.1,10.0,180,47,2,44.0,4.0,4,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Whole,Whip,354,340.0,13.0,9.0,0.3,35.0,190,51,2,47.0,4.0,15,0,10,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,230.0,4.0,2.5,0.0,0.0,180,46,2,42.0,3.0,4,0,10,25,75
Java Chip Frappuccino® Blended Beverage,Tall,Soy,Whip,354,320.0,12.0,7.0,0.3,30.0,180,50,2,45.0,4.0,10,0,10,25,75
Java Chip Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,230.0,4.5,3.5,0.0,0.0,180,46,2,43.0,1.0,0,0,2,20,75
Java Chip Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,320.0,13.0,9.0,0.3,30.0,180,50,2,46.0,2.0,10,0,2,20,75
Java Chip Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,320.0,4.0,3.0,0.0,0.0,250,68,2,63.0,5.0,6,0,10,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,440.0,15.0,10.0,0.4,45.0,260,72,2,67.0,6.0,20,0,15,30,110
Java Chip Frappuccino® Blended Beverage,Grande,2%,No Whip,473,340.0,6.0,4.5,0.1,10.0,260,68,2,63.0,5.0,6,0,10,30,110
Java Chip Frappuccino® Blended Beverage,Grande,2%,Whip,473,460.0,17.0,11.0,0.4,50.0,270,72,2,66.0,6.0,20,0,15,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,350.0,7.0,5.0,0.1,10.0,250,68,2,63.0,5.0,4,0,10,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Whole,Whip,473,470.0,18.0,12.0,0.5,50.0,260,72,2,66.0,6.0,15,0,15,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,330.0,6.0,3.5,0.0,0.0,250,66,3,61.0,5.0,4,0,15,35,110
Java Chip Frappuccino® Blended Beverage,Grande,Soy,Whip,473,450.0,17.0,10.0,0.4,40.0,260,71,3,64.0,5.0,15,0,15,35,110
Java Chip Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,320.0,6.0,5.0,0.0,0.0,250,66,2,61.0,2.0,0,0,2,30,110
Java Chip Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,440.0,17.0,12.0,0.4,40.0,260,71,3,66.0,3.0,15,0,4,30,110
Java Chip Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,440.0,6.0,4.0,0.0,5.0,340,91,3,85.0,7.0,10,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,560.0,17.0,11.0,0.4,45.0,350,96,3,89.0,8.0,20,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,460.0,8.0,6.0,0.2,10.0,350,91,3,85.0,7.0,8,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,2%,Whip,709,580.0,20.0,13.0,0.5,55.0,360,96,3,88.0,8.0,20,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,480.0,10.0,7.0,0.2,15.0,340,91,3,85.0,7.0,8,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,600.0,22.0,14.0,0.5,55.0,360,96,3,88.0,8.0,20,0,20,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,450.0,8.0,4.5,0.0,0.0,340,89,4,81.0,7.0,6,0,20,45,145
Java Chip Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,570.0,19.0,11.0,0.4,40.0,350,93,4,85.0,7.0,20,0,20,50,145
Java Chip Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,440.0,9.0,7.0,0.0,0.0,340,89,3,82.0,3.0,0,0,2,40,145
Java Chip Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,560.0,20.0,14.0,0.4,40.0,350,94,3,87.0,4.0,15,0,4,40,145
Mocha Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,190.0,0.5,0.4,0.0,0.0,160,42,1,40.0,3.0,4,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,270.0,9.0,5.0,0.2,30.0,170,45,1,42.0,4.0,15,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,2%,No Whip,354,200.0,2.0,1.5,0.1,5.0,160,42,1,40.0,3.0,4,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,2%,Whip,354,280.0,10.0,6.0,0.3,35.0,170,44,1,42.0,4.0,15,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,210.0,3.0,2.0,0.1,10.0,160,42,1,40.0,3.0,4,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Whole,Whip,354,290.0,11.0,7.0,0.3,35.0,170,44,1,42.0,4.0,15,0,10,8,75
Mocha Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,190.0,2.0,0.5,0.0,0.0,160,41,1,38.0,3.0,4,0,10,10,75
Mocha Frappuccino® Blended Beverage,Tall,Soy,Whip,354,270.0,10.0,5.0,0.2,30.0,160,43,1,40.0,3.0,10,0,10,10,75
Mocha Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,190.0,2.0,2.0,0.0,0.0,160,41,1,39.0,1.0,0,0,0,8,75
Mocha Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,270.0,10.0,7.0,0.2,30.0,160,43,1,41.0,1.0,10,0,2,8,75
Mocha Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,270.0,1.0,0.5,0.0,0.0,230,61,1,59.0,5.0,6,0,10,10,110
Mocha Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,390.0,12.0,8.0,0.3,45.0,240,65,1,61.0,5.0,20,0,15,10,110
Mocha Frappuccino® Blended Beverage,Grande,2%,No Whip,473,290.0,3.0,1.5,0.1,10.0,230,61,1,58.0,4.0,6,0,10,10,110
Mocha Frappuccino® Blended Beverage,Grande,2%,Whip,473,400.0,14.0,9.0,0.4,50.0,240,65,1,61.0,5.0,20,0,15,10,110
Mocha Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,300.0,4.0,2.5,0.1,10.0,230,61,1,58.0,4.0,4,0,10,10,110
Mocha Frappuccino® Blended Beverage,Grande,Whole,Whip,473,410.0,15.0,9.0,0.4,50.0,240,65,1,61.0,5.0,15,0,15,10,110
Mocha Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,280.0,2.5,0.5,0.0,0.0,220,60,2,56.0,4.0,4,0,15,15,110
Mocha Frappuccino® Blended Beverage,Grande,Soy,Whip,473,390.0,14.0,8.0,0.3,40.0,230,63,2,58.0,5.0,15,0,15,15,110
Mocha Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,270.0,3.0,2.5,0.0,0.0,220,60,1,57.0,1.0,0,0,2,10,110
Mocha Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,390.0,14.0,9.0,0.3,40.0,230,63,1,60.0,2.0,15,0,4,10,110
Mocha Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,360.0,1.0,0.5,0.0,5.0,300,81,2,77.0,7.0,10,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,480.0,12.0,8.0,0.3,45.0,320,84,2,80.0,7.0,20,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,390.0,4.0,2.5,0.1,10.0,310,81,2,77.0,7.0,8,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,2%,Whip,709,500.0,15.0,9.0,0.5,55.0,320,84,2,80.0,7.0,20,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,400.0,6.0,3.5,0.1,15.0,310,81,2,77.0,6.0,8,0,15,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,520.0,17.0,10.0,0.5,55.0,320,84,2,80.0,7.0,20,0,20,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,370.0,3.5,1.0,0.0,0.0,300,79,2,74.0,6.0,6,0,20,25,140
Mocha Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,490.0,15.0,8.0,0.3,40.0,310,82,2,76.0,6.0,20,0,20,25,140
Mocha Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,360.0,4.0,3.5,0.0,0.0,300,79,2,75.0,2.0,0,0,2,15,140
Mocha Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,470.0,15.0,11.0,0.3,40.0,310,82,2,78.0,2.0,15,0,4,15,140
Caffè Vanilla Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,140.0,0.1,0.1,0.0,0.0,150,31,0,30.0,3.0,4,0,8,0,65
Caffè Vanilla Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,190.0,0.1,0.1,0.0,0.0,210,43,0,41.0,3.0,6,0,10,0,95
Caffè Vanilla Frappuccino® Light Blended Beverage,Venti®,Nonfat,No Whip,709,250.0,0.2,0.1,0.0,5.0,280,58,1,55.0,5.0,8,0,15,2,125
Caramel Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,100.0,0.1,0.0,0.0,0.0,140,23,0,23.0,3.0,4,0,8,0,65
Caramel Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,150.0,0.1,0.1,0.0,0.0,200,33,0,32.0,3.0,6,0,10,0,90
Coffee Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,90.0,0.1,0.0,0.0,0.0,160,20,0,19.0,3.0,4,0,10,0,70
Coffee Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,120.0,0.1,0.1,0.0,0.0,210,26,0,26.0,3.0,6,0,10,0,95
Coffee Frappuccino® Light Blended Beverage,Venti®,Nonfat,No Whip,709,160.0,0.1,0.1,0.0,5.0,270,34,0,33.0,5.0,8,0,15,2,120
Espresso Frappuccino® Light Blended Beverage,Tall,Nonfat,No Whip,354,80.0,0.0,0.0,0.0,0.0,130,17,0,16.0,2.0,2,0,6,0,125
Espresso Frappuccino® Light Blended Beverage,Grande,Nonfat,No Whip,473,120.0,0.1,0.0,0.0,0.0,190,26,0,24.0,3.0,4,0,8,0,155
Espresso Frappuccino® Light Blended Beverage,Venti®,Nonfat,No Whip,709,160.0,0.1,0.1,0.0,0.0,270,35,0,34.0,5.0,8,0,15,2,190
Java Chip Light Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,160.0,3.0,2.0,0.0,0.0,170,30,2,27.0,4.0,4,0,10,20,75
Java Chip Light Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,230.0,4.0,3.0,0.0,0.0,250,43,2,39.0,5.0,6,0,10,30,110
Java Chip Light Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,300.0,5.0,4.0,0.0,5.0,330,58,3,52.0,7.0,8,0,20,40,140
Mocha Light Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,120.0,0.5,0.4,0.0,0.0,150,24,1,23.0,3.0,4,0,10,8,70
Mocha Light Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,160.0,1.0,0.5,0.0,0.0,200,33,1,30.0,4.0,6,0,10,10,95
Mocha Light Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,220.0,1.0,0.5,0.0,5.0,290,46,2,42.0,6.0,8,0,15,15,130
Blended Strawberry Lemonade,Tall,No Milk,No Whip,354,160.0,0.1,0.0,0.0,0.0,120,40,0,39.0,0.2,0,15,2,2,0
Blended Strawberry Lemonade,Grande,No Milk,No Whip,473,200.0,0.1,0.0,0.0,0.0,160,52,1,50.0,0.3,0,20,2,4,0
Blended Strawberry Lemonade,Venti®,No Milk,No Whip,709,280.0,0.1,0.0,0.0,0.0,210,71,1,69.0,0.4,0,30,2,4,0
Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,140.0,0.1,0.1,0.0,0.0,150,33,0,32.0,4.0,6,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,230.0,8.0,5.0,0.2,30.0,160,35,0,34.0,4.0,15,0,15,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,354,160.0,2.0,1.0,0.1,10.0,160,32,0,32.0,3.0,6,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,170.0,3.5,2.0,0.1,10.0,150,32,0,32.0,3.0,4,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354,250.0,11.0,7.0,0.3,40.0,160,35,0,34.0,4.0,15,0,10,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,150.0,1.5,0.2,0.0,0.0,150,31,0,29.0,3.0,4,0,10,6,20
Chai Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354,230.0,10.0,5.0,0.2,30.0,160,33,1,31.0,3.0,15,0,15,6,20
Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,140.0,2.0,2.0,0.0,0.0,150,31,0,30.0,0.3,0,0,0,0,20
Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,220.0,10.0,7.0,0.2,30.0,160,33,0,32.0,1.0,10,0,2,0,20
Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,210.0,0.1,0.1,0.0,5.0,210,49,0,48.0,5.0,8,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,330.0,11.0,7.0,0.3,45.0,220,53,0,50.0,5.0,20,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,473,230.0,2.5,1.5,0.1,10.0,220,49,0,48.0,4.0,8,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,2%,Whip,473,350.0,14.0,8.0,0.4,50.0,230,52,0,50.0,5.0,20,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,250.0,4.0,2.5,0.1,15.0,210,49,0,48.0,4.0,6,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473,360.0,15.0,9.0,0.5,55.0,220,52,0,50.0,5.0,20,0,15,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,220.0,2.0,0.3,0.0,0.0,210,47,1,45.0,4.0,6,0,15,8,40
Chai Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473,340.0,13.0,7.0,0.3,40.0,220,50,1,47.0,4.0,20,0,15,8,40
Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,210.0,2.5,2.5,0.0,0.0,210,47,0,46.0,1.0,0,0,0,0,40
Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,330.0,14.0,10.0,0.3,40.0,220,50,0,49.0,1.0,15,0,2,0,40
Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,290.0,0.2,0.1,0.0,5.0,310,66,0,65.0,7.0,15,0,25,2,40
Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,410.0,11.0,7.0,0.3,45.0,320,70,0,67.0,8.0,25,0,25,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,330.0,4.0,2.0,0.1,15.0,320,66,0,65.0,7.0,10,0,25,0,45
Chai Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,709,440.0,15.0,9.0,0.5,60.0,330,69,0,67.0,8.0,25,2,25,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,350.0,7.0,4.0,0.2,20.0,310,66,0,65.0,7.0,10,0,20,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,460.0,18.0,11.0,0.5,60.0,320,69,0,67.0,7.0,20,0,25,2,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,300.0,3.5,0.4,0.0,0.0,300,63,1,60.0,6.0,8,0,25,10,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,420.0,14.0,7.0,0.3,40.0,310,66,1,62.0,7.0,20,0,25,10,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,290.0,4.5,4.0,0.0,0.0,300,63,0,61.0,1.0,0,0,0,0,45
Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,400.0,16.0,11.0,0.3,40.0,310,66,0,64.0,1.0,15,0,2,0,45
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,200.0,3.0,2.5,0.0,0.0,190,39,2,36.0,5.0,6,0,15,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,280.0,11.0,7.0,0.3,30.0,200,42,2,39.0,5.0,15,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,354,210.0,5.0,3.5,0.1,10.0,190,38,2,35.0,5.0,6,0,15,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,2%,Whip,354,300.0,13.0,9.0,0.3,40.0,200,42,2,38.0,5.0,15,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,220.0,6.0,4.0,0.1,10.0,190,38,2,35.0,4.0,6,0,10,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354,310.0,14.0,9.0,0.4,40.0,200,42,2,38.0,5.0,15,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,200.0,4.5,2.5,0.0,0.0,180,37,2,33.0,4.0,4,0,15,25,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354,290.0,13.0,7.0,0.3,30.0,190,40,2,36.0,5.0,15,0,15,30,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,200.0,5.0,4.5,0.0,0.0,190,37,2,34.0,1.0,0,0,2,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,280.0,13.0,9.0,0.3,30.0,190,41,2,37.0,2.0,10,0,2,20,10
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,270.0,4.0,3.0,0.0,5.0,250,53,2,49.0,6.0,8,0,15,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,390.0,15.0,10.0,0.4,45.0,270,58,2,52.0,7.0,20,0,20,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,473,290.0,7.0,5.0,0.1,10.0,260,53,2,49.0,6.0,8,0,15,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,2%,Whip,473,410.0,18.0,12.0,0.5,50.0,270,57,2,52.0,7.0,20,0,20,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,300.0,8.0,6.0,0.2,15.0,260,53,2,49.0,6.0,6,0,15,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473,420.0,20.0,13.0,0.5,55.0,270,57,2,52.0,7.0,20,0,15,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,270.0,6.0,3.5,0.0,0.0,250,51,3,45.0,5.0,6,0,15,35,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473,400.0,17.0,10.0,0.4,40.0,260,55,3,49.0,6.0,20,0,20,35,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,270.0,7.0,6.0,0.0,0.0,250,51,2,46.0,2.0,0,0,2,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,390.0,18.0,13.0,0.4,40.0,260,56,3,51.0,3.0,15,0,4,30,15
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,360.0,6.0,4.0,0.0,5.0,350,71,3,66.0,9.0,10,0,25,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,480.0,17.0,11.0,0.4,45.0,360,76,3,69.0,9.0,25,0,25,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,390.0,9.0,7.0,0.2,15.0,360,71,3,65.0,9.0,10,0,25,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,709,510.0,21.0,14.0,0.5,55.0,370,76,3,69.0,9.0,25,2,25,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,410.0,12.0,8.0,0.2,20.0,350,71,3,65.0,8.0,10,0,20,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,540.0,23.0,15.0,0.5,60.0,360,76,3,69.0,9.0,20,0,25,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,370.0,8.0,4.5,0.0,0.0,340,68,4,61.0,8.0,8,0,25,50,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,490.0,20.0,12.0,0.4,40.0,350,72,4,64.0,8.0,20,0,25,50,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,360.0,10.0,8.0,0.0,0.0,340,68,3,62.0,3.0,0,0,2,40,20
Double Chocolaty Chip Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709,480.0,21.0,15.0,0.4,40.0,350,73,3,67.0,3.0,15,0,4,40,20
Green Tea Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,210.0,0.2,0.1,0.0,0.0,170,47,1,46.0,4.0,6,10,15,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,290.0,8.0,5.0,0.2,30.0,170,50,1,48.0,5.0,15,10,15,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,2%,No Whip,354,230.0,2.5,1.5,0.1,10.0,170,47,1,46.0,4.0,6,10,15,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,2%,Whip,354,310.0,10.0,6.0,0.3,40.0,180,50,1,48.0,5.0,15,10,15,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354,240.0,3.5,2.0,0.1,10.0,170,47,1,46.0,4.0,6,10,10,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354,320.0,12.0,7.0,0.3,40.0,180,50,1,48.0,5.0,15,10,15,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,220.0,2.0,0.2,0.0,0.0,160,46,1,44.0,4.0,4,10,15,8,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354,300.0,10.0,5.0,0.2,30.0,170,48,1,45.0,4.0,15,10,15,8,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,210.0,2.5,2.5,0.0,0.0,160,46,1,44.0,1.0,0,10,2,2,50
Green Tea Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,290.0,10.0,7.0,0.2,30.0,170,48,1,47.0,1.0,10,10,2,2,50
Green Tea Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,280.0,0.3,0.1,0.0,5.0,220,64,1,63.0,5.0,8,10,15,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,400.0,11.0,7.0,0.3,45.0,230,68,1,65.0,6.0,20,15,20,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,2%,No Whip,473,300.0,3.0,1.5,0.1,10.0,230,64,1,63.0,5.0,8,15,15,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,2%,Whip,473,420.0,14.0,9.0,0.4,50.0,240,68,1,65.0,6.0,20,15,20,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473,320.0,4.5,2.5,0.1,15.0,220,64,1,63.0,5.0,6,10,15,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473,430.0,16.0,9.0,0.5,55.0,230,68,1,65.0,6.0,20,15,15,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473,290.0,2.5,0.3,0.0,0.0,220,62,2,60.0,5.0,6,10,15,10,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473,400.0,13.0,7.0,0.3,40.0,230,65,2,62.0,5.0,20,15,20,10,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473,280.0,3.0,3.0,0.0,0.0,220,62,1,61.0,1.0,0,10,2,4,70
Green Tea Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473,390.0,14.0,10.0,0.3,40.0,230,66,1,64.0,2.0,15,15,4,4,70
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709,390.0,0.4,0.1,0.0,5.0,310,88,2,86.0,8.0,10,15,25,6,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709,500.0,12.0,7.0,0.3,45.0,320,91,2,88.0,9.0,25,15,25,6,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,2%,No Whip,709,420.0,4.0,2.5,0.2,15.0,320,87,2,86.0,8.0,10,15,25,4,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,2%,Whip,709,530.0,15.0,10.0,0.5,55.0,330,91,2,88.0,8.0,25,20,25,4,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709,440.0,7.0,4.0,0.2,20.0,310,87,2,86.0,7.0,10,15,25,6,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709,550.0,18.0,11.0,0.5,60.0,320,91,2,88.0,8.0,20,15,25,6,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709,400.0,3.5,0.4,0.0,0.0,300,84,2,81.0,7.0,8,15,25,15,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709,510.0,15.0,7.0,0.3,40.0,310,87,2,83.0,7.0,20,15,25,15,95
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709,380.0,4.5,4.0,0.0,0.0,300,85,2,82.0,2.0,0,15,2,4,95
